DATE,YEAR,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,AQI,City
01-08-2024,2024,28.11,31.55,26.15,4.57,49,Vijayawada
02-08-2024,2024,28.07,31.61,25.23,1.86,46,Vijayawada
03-08-2024,2024,29.11,33.35,25.24,0.3,44,Vijayawada
04-08-2024,2024,29.25,33.93,25.71,0.22,45,Vijayawada
05-08-2024,2024,29.3,33.03,25.71,1.68,48,Vijayawada
06-08-2024,2024,27.15,29.04,25.57,41.12,48,Vijayawada
07-08-2024,2024,26.44,28.03,25.18,13.94,45,Vijayawada
08-08-2024,2024,27.92,31.33,24.67,5.87,51,Vijayawada
09-08-2024,2024,28.86,32.79,24.99,0.19,54,Vijayawada
10-08-2024,2024,27.86,30.57,25.9,12.42,55,Vijayawada
11-08-2024,2024,28.57,32.46,25.37,3.49,50,Vijayawada
12-08-2024,2024,29.27,31.98,26.37,0.9,56,Vijayawada
13-08-2024,2024,29.22,32.48,26.65,0.43,54,Vijayawada
14-08-2024,2024,28.86,32.03,26.51,0.06,45,Vijayawada
15-08-2024,2024,28.61,31.72,26.39,0.02,39,Vijayawada
16-08-2024,2024,28.53,31.9,25.88,0.05,44,Vijayawada
17-08-2024,2024,28.54,32.27,25.9,0.25,52,Vijayawada
18-08-2024,2024,28.87,32.32,26.16,0.85,42,Vijayawada
19-08-2024,2024,28.88,32.22,26.32,2.93,53,Vijayawada
20-08-2024,2024,28.68,32.04,26.22,4.04,54,Vijayawada
21-08-2024,2024,28.34,31.99,25.44,2.16,50,Vijayawada
22-08-2024,2024,28.14,31.48,26.23,7.61,36,Vijayawada
23-08-2024,2024,27.75,30.74,25.46,11.38,46,Vijayawada
24-08-2024,2024,27.64,30.79,25.87,2.19,51,Vijayawada
25-08-2024,2024,28.47,33.69,24.68,1.29,45,Vijayawada
26-08-2024,2024,28.36,32.53,24.97,0.38,41,Vijayawada
27-08-2024,2024,27.92,31.82,24.96,1.5,44,Vijayawada
28-08-2024,2024,26.66,28.42,25.12,0.47,43,Vijayawada
29-08-2024,2024,26.66,29.56,24.95,10.41,49,Vijayawada
30-08-2024,2024,26.42,28.93,24.75,52.98,41,Vijayawada
31-08-2024,2024,26.79,29.05,24.98,96.46,41,Vijayawada
01-09-2024,2024,27.08,30.5,24.6,55.98,45,Vijayawada
02-09-2024,2024,26.69,30.25,23.73,2.89,50,Vijayawada
03-09-2024,2024,27.06,29.52,24.52,10.53,46,Vijayawada
04-09-2024,2024,27.23,29.83,25.32,16.92,48,Vijayawada
05-09-2024,2024,27.46,30.38,25.44,7.07,49,Vijayawada
06-09-2024,2024,27.54,30.9,25.06,11.83,80,Vijayawada
07-09-2024,2024,26.51,27.92,25.49,9.1,76,Vijayawada
08-09-2024,2024,25.99,26.87,25.15,27.04,71,Vijayawada
09-09-2024,2024,26.31,28.7,24.62,2.19,73,Vijayawada
10-09-2024,2024,27.15,30.63,24.66,0.16,78,Vijayawada
11-09-2024,2024,27.61,31.28,24.5,0.03,83,Vijayawada
12-09-2024,2024,27.89,32.14,24.18,0.02,79,Vijayawada
13-09-2024,2024,27.38,31.35,24.25,0,98,Vijayawada
14-09-2024,2024,27.28,31.04,23.98,0.01,102,Vijayawada
15-09-2024,2024,27.28,31.93,23.72,0,102,Vijayawada
16-09-2024,2024,26.81,31,23.68,0,91,Vijayawada
17-09-2024,2024,27.58,32.45,23.32,0.27,97,Vijayawada
18-09-2024,2024,27.97,32.42,23.39,0.01,109,Vijayawada
19-09-2024,2024,28.01,32.38,23.59,0.21,106,Vijayawada
20-09-2024,2024,27.58,31,24.92,0.71,103,Vijayawada
21-09-2024,2024,27.04,31.09,24.09,11.01,97,Vijayawada
22-09-2024,2024,27.43,29.89,25.07,0.94,101,Vijayawada
23-09-2024,2024,27.53,31.08,24.49,3.73,101,Vijayawada
24-09-2024,2024,27.84,31.02,25.55,12.22,94,Vijayawada
25-09-2024,2024,27.56,29.88,25.9,16.21,76,Vijayawada
26-09-2024,2024,27.2,30.61,24.97,4.35,71,Vijayawada
27-09-2024,2024,27.42,31.15,25.4,3.39,75,Vijayawada
28-09-2024,2024,27.64,30.82,25.2,1.41,88,Vijayawada
29-09-2024,2024,27.78,31.36,24.81,0.09,75,Vijayawada
30-09-2024,2024,27.97,31.76,24.58,0.03,70,Vijayawada
01-10-2024,2024,28.13,32.48,24.18,0.01,76,Vijayawada
02-10-2024,2024,28.65,32.53,24.6,4.44,76,Vijayawada
03-10-2024,2024,28.43,31.42,26.08,3.52,83,Vijayawada
04-10-2024,2024,28.87,32.03,25.47,0.26,90,Vijayawada
05-10-2024,2024,28.2,30.81,24.83,0.27,111,Vijayawada
06-10-2024,2024,28.21,31.82,25.54,5.31,117,Vijayawada
07-10-2024,2024,27.01,30.5,24.36,5.84,101,Vijayawada
08-10-2024,2024,26.68,30.05,24.07,2.2,72,Vijayawada
09-10-2024,2024,26.99,30.3,24.56,2.39,76,Vijayawada
10-10-2024,2024,26.72,29.34,24.86,10.36,58,Vijayawada
11-10-2024,2024,26.91,29.79,24.96,14.73,56,Vijayawada
12-10-2024,2024,27.1,30.25,25.15,10.67,62,Vijayawada
13-10-2024,2024,27.35,30.9,24.66,3.39,55,Vijayawada
14-10-2024,2024,25.98,27.78,25,23.39,62,Vijayawada
15-10-2024,2024,26.91,29.52,25.15,9.66,68,Vijayawada
16-10-2024,2024,27.03,29.5,24.98,9.21,54,Vijayawada
17-10-2024,2024,27.64,30.05,25.86,5.65,53,Vijayawada
18-10-2024,2024,27.86,30.91,25.89,3.38,48,Vijayawada
19-10-2024,2024,27.21,29.61,25.59,9.98,47,Vijayawada
20-10-2024,2024,26.99,29.76,25.02,6.62,47,Vijayawada
21-10-2024,2024,26.97,30.61,24.01,4.37,51,Vijayawada
22-10-2024,2024,27.32,30.9,24.2,0.63,75,Vijayawada
23-10-2024,2024,26.35,30.15,23.6,0.01,106,Vijayawada
24-10-2024,2024,25.54,30.54,21.62,0,111,Vijayawada
25-10-2024,2024,25.48,30.56,20.89,0,119,Vijayawada
26-10-2024,2024,26.58,30.76,23.62,0.03,46,Vijayawada
27-10-2024,2024,26.58,30.83,22.8,0.01,36,Vijayawada
28-10-2024,2024,26.68,31.06,21.57,0,42,Vijayawada
29-10-2024,2024,27.45,31.67,23.87,0.04,62,Vijayawada
30-10-2024,2024,26.88,31.08,24.08,7.55,122,Vijayawada
31-10-2024,2024,26.4,30.65,23.21,0.87,107,Vijayawada
01-11-2024,2024,26.82,30.9,23.07,0.14,135,Vijayawada
02-11-2024,2024,26.78,31.39,22.62,0.76,120,Vijayawada
03-11-2024,2024,26.17,30.12,22.95,1.31,99,Vijayawada
04-11-2024,2024,26.16,29.9,23.13,0.02,104,Vijayawada
05-11-2024,2024,25.39,30.12,21.51,0,121,Vijayawada
06-11-2024,2024,25.26,30.36,21.11,0.03,129,Vijayawada
07-11-2024,2024,25.87,30.21,21.72,0.01,94,Vijayawada
08-11-2024,2024,25.96,30.23,22.56,0,87,Vijayawada
09-11-2024,2024,25.51,29.93,21.63,0,105,Vijayawada
10-11-2024,2024,25.04,29.93,21.42,0,119,Vijayawada
11-11-2024,2024,24.13,29.27,19.47,0.13,112,Vijayawada
12-11-2024,2024,25.68,30.24,22.5,1.48,85,Vijayawada
13-11-2024,2024,26.44,30.35,23.88,3.46,75,Vijayawada
14-11-2024,2024,26.2,29.66,23.58,1.53,46,Vijayawada
15-11-2024,2024,25.99,29.26,23.83,0.25,46,Vijayawada
16-11-2024,2024,26.08,30.24,23.07,0,51,Vijayawada
17-11-2024,2024,24.99,28.53,22.58,0,114,Vijayawada
18-11-2024,2024,23.62,28.54,20.08,0,150,Vijayawada
19-11-2024,2024,22.74,27.81,18.36,0,120,Vijayawada
20-11-2024,2024,22.92,28.08,17.77,0,119,Vijayawada
21-11-2024,2024,23.05,28.17,17.87,0,106,Vijayawada
22-11-2024,2024,22.99,27.95,18.01,0,106,Vijayawada
23-11-2024,2024,23.5,29.14,17.94,0,77,Vijayawada
24-11-2024,2024,23.59,28.94,18.72,0,112,Vijayawada
25-11-2024,2024,23.12,28.42,19.32,0,109,Vijayawada
26-11-2024,2024,23.1,28.17,19.45,0.02,109,Vijayawada
27-11-2024,2024,22.43,27.51,19.05,0,107,Vijayawada
28-11-2024,2024,23.07,29.1,17.47,0,112,Vijayawada
29-11-2024,2024,24.55,29.22,21.02,1.23,112,Vijayawada
30-11-2024,2024,25.27,28.63,23.4,4.47,77,Vijayawada
01-12-2024,2024,25.56,29.08,23.88,3.56,73,Vijayawada
02-12-2024,2024,26.14,30.18,23.88,2.06,74,Vijayawada
03-12-2024,2024,26.22,30.39,23.57,1.38,83,Vijayawada
04-12-2024,2024,25.89,29.8,23.49,0.43,78,Vijayawada
05-12-2024,2024,25.65,29.54,22.9,1.24,86,Vijayawada
06-12-2024,2024,26.04,30.95,22.35,0.07,82,Vijayawada
07-12-2024,2024,25.9,31.12,22.56,0,77,Vijayawada
08-12-2024,2024,25.72,30.91,21.67,0,83,Vijayawada
09-12-2024,2024,25.69,30.3,22.22,0,89,Vijayawada
10-12-2024,2024,25.99,31.31,21.4,0,96,Vijayawada
11-12-2024,2024,24.89,30,21.15,0.05,104,Vijayawada
12-12-2024,2024,24.23,28.63,20.97,0.01,109,Vijayawada
13-12-2024,2024,23.3,28.19,19.87,0,110,Vijayawada
14-12-2024,2024,22.15,28.93,17.56,0,116,Vijayawada
15-12-2024,2024,21.4,28.46,15.3,0,109,Vijayawada
16-12-2024,2024,21.19,28.8,14.56,0,112,Vijayawada
17-12-2024,2024,21.74,28.44,15.27,1.22,110,Vijayawada
18-12-2024,2024,23.93,28.27,20.29,0.16,101,Vijayawada
19-12-2024,2024,25.5,31.05,21.79,0.28,92,Vijayawada
20-12-2024,2024,25.97,30.8,22.88,0.6,81,Vijayawada
21-12-2024,2024,26.17,31.37,22.56,0.18,76,Vijayawada
22-12-2024,2024,25.43,31.7,21.06,0.02,75,Vijayawada
23-12-2024,2024,24.67,30.95,19.72,1.09,74,Vijayawada
24-12-2024,2024,23.02,26.27,21.11,2.92,72,Vijayawada
25-12-2024,2024,25.2,31.43,21.06,2.46,71,Vijayawada
26-12-2024,2024,25.54,31.02,21.93,1.11,70,Vijayawada
27-12-2024,2024,24.51,31.06,20.16,0.09,94,Vijayawada
28-12-2024,2024,24.56,31.5,19.77,0,94,Vijayawada
29-12-2024,2024,24.27,32.07,18.63,0,99,Vijayawada
30-12-2024,2024,24.56,32.21,18.25,0,99,Vijayawada
31-12-2024,2024,24.82,31.45,19.53,0,106,Vijayawada
01-01-2025,2025,24.55,31.45,19.48,0,104,Vijayawada
02-01-2025,2025,23.36,30.67,18.15,0,95,Vijayawada
03-01-2025,2025,22.66,30.46,17.09,0,109,Vijayawada
04-01-2025,2025,22.47,30.05,16.78,0,113,Vijayawada
05-01-2025,2025,23.09,30.03,18.48,0,117,Vijayawada
06-01-2025,2025,23.32,30.68,18.41,0,123,Vijayawada
07-01-2025,2025,23.86,31.01,19,0,120,Vijayawada
08-01-2025,2025,23.31,30.28,18.37,0,116,Vijayawada
09-01-2025,2025,22.84,30.18,17.37,0,112,Vijayawada
10-01-2025,2025,22.56,30.15,16.81,0,107,Vijayawada
11-01-2025,2025,22.66,30.69,16.56,0,97,Vijayawada
12-01-2025,2025,24.02,31.55,18.6,0,101,Vijayawada
13-01-2025,2025,24.41,31.95,18.71,0,112,Vijayawada
14-01-2025,2025,24.4,31.9,18.45,0,82,Vijayawada
15-01-2025,2025,24.45,31.11,19.47,0,84,Vijayawada
16-01-2025,2025,24.32,30.79,19.6,0,109,Vijayawada
17-01-2025,2025,24.1,31.04,19.73,0,115,Vijayawada
18-01-2025,2025,23.23,31.08,17.18,0,111,Vijayawada
19-01-2025,2025,24.02,32.86,17.53,0,100,Vijayawada
20-01-2025,2025,23.77,32.39,17.31,0,105,Vijayawada
21-01-2025,2025,23.86,33.2,17.5,0,111,Vijayawada
22-01-2025,2025,23.82,32.99,17.19,0,109,Vijayawada
23-01-2025,2025,24.38,33.2,18.76,0,96,Vijayawada
24-01-2025,2025,24.24,33.42,18.24,0,97,Vijayawada
25-01-2025,2025,24.68,33.75,18.53,0,97,Vijayawada
26-01-2025,2025,24.96,33.56,18.77,0,94,Vijayawada
27-01-2025,2025,25.35,33.53,19.07,0,84,Vijayawada
28-01-2025,2025,25.4,33.36,19.38,0,102,Vijayawada
29-01-2025,2025,25.29,33.54,19.1,0,99,Vijayawada
30-01-2025,2025,25.16,33.61,19.89,0,98,Vijayawada
31-01-2025,2025,25.3,34.5,18.49,0,84,Vijayawada
01-02-2025,2025,26.12,35.06,19.61,0,84,Vijayawada
02-02-2025,2025,26.14,35.47,19.14,0,83,Vijayawada
03-02-2025,2025,26.61,36.68,18.76,0,84,Vijayawada
04-02-2025,2025,27.4,37.03,19.56,0,89,Vijayawada
05-02-2025,2025,28.23,37.14,21.94,0,91,Vijayawada
06-02-2025,2025,28.16,36.66,21.55,0,91,Vijayawada
07-02-2025,2025,28.04,36.69,20.64,0,95,Vijayawada
08-02-2025,2025,28.06,36.38,21.57,0,94,Vijayawada
09-02-2025,2025,27.86,35.98,22.37,0,102,Vijayawada
10-02-2025,2025,27.31,35.64,21.76,0,119,Vijayawada
11-02-2025,2025,27.12,36.43,20.24,0,98,Vijayawada
12-02-2025,2025,27.62,37.34,20.59,0,90,Vijayawada
13-02-2025,2025,28.1,38.38,19.75,0,81,Vijayawada
14-02-2025,2025,27.66,37.66,18.65,0,82,Vijayawada
15-02-2025,2025,27.09,38.01,17.34,0,77,Vijayawada
16-02-2025,2025,27.94,37.12,20.78,0,80,Vijayawada
17-02-2025,2025,28.09,36.77,21,0,86,Vijayawada
18-02-2025,2025,28.37,37.13,21.16,0,97,Vijayawada
19-02-2025,2025,28.65,37.64,21.12,0,100,Vijayawada
20-02-2025,2025,28.66,36.97,21.99,0,95,Vijayawada
21-02-2025,2025,28.8,36.92,22.14,0,80,Vijayawada
22-02-2025,2025,29.24,37.91,21.75,0,78,Vijayawada
23-02-2025,2025,29.12,38.61,22.14,0,75,Vijayawada
24-02-2025,2025,28.33,36.89,21.16,0,83,Vijayawada
25-02-2025,2025,28.74,37.12,21.56,0,83,Vijayawada
26-02-2025,2025,28.8,36.75,22,0,79,Vijayawada
27-02-2025,2025,28.65,37.03,21.81,0,87,Vijayawada
28-02-2025,2025,28.69,37.05,21.91,0,86,Vijayawada
01-03-2025,2025,28.85,37.9,21.8,0,79,Vijayawada
02-03-2025,2025,29.77,39.2,21.7,0,73,Vijayawada
03-03-2025,2025,30.72,40.31,22.21,0,73,Vijayawada
04-03-2025,2025,31.43,41.36,23.51,0,88,Vijayawada
05-03-2025,2025,31.2,40.6,23.19,0,81,Vijayawada
06-03-2025,2025,28.84,39.36,19.86,0,94,Vijayawada
07-03-2025,2025,28.64,38.65,20.48,0,91,Vijayawada
08-03-2025,2025,29.08,39.37,20.31,0,87,Vijayawada
09-03-2025,2025,28.91,37.73,22.14,0,88,Vijayawada
10-03-2025,2025,28.64,37.27,21.9,0,94,Vijayawada
11-03-2025,2025,28.85,38.83,21.21,0,82,Vijayawada
12-03-2025,2025,29.98,40.08,21.2,0,81,Vijayawada
13-03-2025,2025,31.48,41.24,22.8,0,84,Vijayawada
14-03-2025,2025,31.75,41.43,24.52,0,95,Vijayawada
15-03-2025,2025,31.1,40.34,23.9,0,89,Vijayawada
16-03-2025,2025,30.53,40.32,22.89,0,103,Vijayawada
17-03-2025,2025,30.15,40.37,22.36,0,96,Vijayawada
18-03-2025,2025,30.53,40.75,22.03,0.04,79,Vijayawada
19-03-2025,2025,29.83,38.71,23.71,0.05,76,Vijayawada
20-03-2025,2025,29.33,38.4,22.75,0.03,72,Vijayawada
21-03-2025,2025,29.67,38.38,22.7,0,94,Vijayawada
22-03-2025,2025,29.75,37.67,23.57,0.02,80,Vijayawada
23-03-2025,2025,30.25,38.45,24.62,0.22,78,Vijayawada
24-03-2025,2025,30.53,39.38,23.49,0.17,77,Vijayawada
25-03-2025,2025,31.27,39.87,24.18,0.01,77,Vijayawada
26-03-2025,2025,31.58,40.31,24.07,0,86,Vijayawada
27-03-2025,2025,32.73,41.86,24.8,0,83,Vijayawada
28-03-2025,2025,33.15,42.73,24.99,0,86,Vijayawada
29-03-2025,2025,33.18,42.15,25.62,0,89,Vijayawada
30-03-2025,2025,32.14,40.92,25.96,0,86,Vijayawada
31-03-2025,2025,31.44,39.24,25.92,0,83,Vijayawada
01-04-2025,2025,30,37.46,25.19,0.01,82,Vijayawada
02-04-2025,2025,30.76,38.85,24.46,0.11,75,Vijayawada
03-04-2025,2025,31.03,38.63,25.38,4.53,68,Vijayawada
04-04-2025,2025,31.43,39.13,25.59,3.91,76,Vijayawada
05-04-2025,2025,31.98,39.56,26.26,0.1,71,Vijayawada
06-04-2025,2025,32.36,40.36,25.61,0.41,68,Vijayawada
07-04-2025,2025,32.88,41.25,26.21,0.06,66,Vijayawada
08-04-2025,2025,31.97,40.47,25.79,1.22,75,Vijayawada
09-04-2025,2025,31.92,39.76,26.28,0.58,71,Vijayawada
10-04-2025,2025,31.61,38.14,26.34,0.65,69,Vijayawada
11-04-2025,2025,33.3,41.84,26.14,0.9,73,Vijayawada
12-04-2025,2025,34.54,43.18,28,0.06,76,Vijayawada
13-04-2025,2025,33.66,40.73,28.32,0.26,74,Vijayawada
14-04-2025,2025,33.02,40.85,26.74,0.88,79,Vijayawada
15-04-2025,2025,32.28,39.89,26.59,2.51,75,Vijayawada
16-04-2025,2025,30.84,37.32,26.02,5.53,83,Vijayawada
17-04-2025,2025,31.75,39.11,25.74,0.03,69,Vijayawada
18-04-2025,2025,32.4,39.89,26.49,0,76,Vijayawada
19-04-2025,2025,33.27,41.2,26.52,0.01,76,Vijayawada
20-04-2025,2025,33.16,40.41,27.86,0.04,74,Vijayawada
21-04-2025,2025,32.74,40.05,27.32,0.11,69,Vijayawada
22-04-2025,2025,32.25,38.97,27.65,0,79,Vijayawada
23-04-2025,2025,33.23,41.49,27.52,0,79,Vijayawada
24-04-2025,2025,32.7,40.24,26.66,0,69,Vijayawada
25-04-2025,2025,32.93,41.23,26.6,0,69,Vijayawada
26-04-2025,2025,32.64,41.2,26.86,0.08,67,Vijayawada
27-04-2025,2025,32.11,39.98,26.65,0.08,60,Vijayawada
28-04-2025,2025,32.67,40.8,26.59,0.02,60,Vijayawada
29-04-2025,2025,33.06,41.21,26.59,0.14,59,Vijayawada
30-04-2025,2025,33.04,40.9,27.49,1.46,64,Vijayawada
01-05-2025,2025,32.71,39.89,27.53,1.57,66,Vijayawada
02-05-2025,2025,32.5,39.74,27.06,0.73,74,Vijayawada
03-05-2025,2025,33.52,41.89,27.34,0.5,77,Vijayawada
04-05-2025,2025,32.03,38.66,27.23,4.21,75,Vijayawada
05-05-2025,2025,31.36,39.16,26.08,9.21,77,Vijayawada
06-05-2025,2025,31.95,38.88,26.51,1.08,74,Vijayawada
07-05-2025,2025,31.84,38.47,26.72,5.11,75,Vijayawada
08-05-2025,2025,31.25,37.62,26.61,2.58,79,Vijayawada
09-05-2025,2025,31.07,37.44,26.56,0.77,83,Vijayawada
10-05-2025,2025,31.49,38.83,25.91,1.11,82,Vijayawada
11-05-2025,2025,31.67,38.35,26.12,2.68,83,Vijayawada
12-05-2025,2025,32.93,40.45,26.2,0.11,79,Vijayawada
13-05-2025,2025,34.07,41.4,28.54,0.26,87,Vijayawada
14-05-2025,2025,33.09,38.79,28.75,1.84,81,Vijayawada
15-05-2025,2025,30.76,33.81,28.25,22.44,77,Vijayawada
16-05-2025,2025,31.29,36.43,27.43,2.47,82,Vijayawada
17-05-2025,2025,30.6,34.53,27.76,2.7,82,Vijayawada
18-05-2025,2025,29.66,33.48,27.25,6.89,74,Vijayawada
19-05-2025,2025,30.03,34.68,27.24,19.29,67,Vijayawada
20-05-2025,2025,29.33,33.13,27.32,7.8,68,Vijayawada
21-05-2025,2025,29.16,32.46,26.67,23.84,71,Vijayawada
22-05-2025,2025,29.02,32.19,26.7,4.78,71,Vijayawada
23-05-2025,2025,30.74,36.62,26.17,2.29,73,Vijayawada
24-05-2025,2025,29.91,33.86,27.43,19.92,64,Vijayawada
25-05-2025,2025,28.96,32.36,26.28,5.21,62,Vijayawada
26-05-2025,2025,28.61,31.63,26.64,1.79,66,Vijayawada
27-05-2025,2025,28.61,32.39,25.21,2.98,65,Vijayawada
28-05-2025,2025,29.15,33.42,25.68,1.67,70,Vijayawada
29-05-2025,2025,29.39,33.75,25.99,0.75,69,Vijayawada
30-05-2025,2025,28.82,32.66,25.6,6.98,73,Vijayawada
31-05-2025,2025,30.25,34.75,26.18,0.34,72,Vijayawada
01-06-2025,2025,31.45,38.71,25.67,0,73,Vijayawada
02-06-2025,2025,31.85,38.64,26.2,0.3,72,Vijayawada
03-06-2025,2025,32.21,38.51,27.18,0.36,71,Vijayawada
04-06-2025,2025,31.95,37.26,26.96,0.16,73,Vijayawada
05-06-2025,2025,32.91,39.33,26.93,0.09,78,Vijayawada
06-06-2025,2025,32.43,38.08,27.79,0.1,81,Vijayawada
07-06-2025,2025,31.81,36.1,28.11,5.16,86,Vijayawada
08-06-2025,2025,33.07,39.76,27.4,0.76,81,Vijayawada
09-06-2025,2025,31.36,35.46,27.82,0.35,84,Vijayawada
10-06-2025,2025,31.64,37.47,27.01,2.58,87,Vijayawada
11-06-2025,2025,28.44,30.01,26.68,20.54,85,Vijayawada
12-06-2025,2025,29.19,33.73,25.81,5.95,85,Vijayawada
13-06-2025,2025,29.41,32.92,26.3,2.77,78,Vijayawada
14-06-2025,2025,29.28,32.6,26.84,4.02,72,Vijayawada
15-06-2025,2025,28.32,31.23,26.32,1.6,68,Vijayawada
16-06-2025,2025,28.92,33.11,25.53,1.7,67,Vijayawada
17-06-2025,2025,30.64,36.57,25.73,0.72,67,Vijayawada
18-06-2025,2025,31.21,37.04,26.3,0.06,67,Vijayawada
19-06-2025,2025,31.34,37.21,26.42,0.01,67,Vijayawada
20-06-2025,2025,30.87,35.54,27.04,1.59,68,Vijayawada
21-06-2025,2025,31.25,36.85,26.7,3.22,65,Vijayawada
22-06-2025,2025,30.54,35.36,26.57,2.91,67,Vijayawada
23-06-2025,2025,30.34,35.95,26.28,2.59,67,Vijayawada
24-06-2025,2025,29.44,34.49,25.64,8.45,69,Vijayawada
25-06-2025,2025,28.78,32.53,25.5,9.55,70,Vijayawada
26-06-2025,2025,29.4,34.25,25.39,9.55,69,Vijayawada
27-06-2025,2025,30.4,35.77,25.53,0.47,67,Vijayawada
28-06-2025,2025,30.56,35.84,26.65,0.11,65,Vijayawada
29-06-2025,2025,30,34.65,26.67,4.59,71,Vijayawada
30-06-2025,2025,29.33,33.99,25.24,3.69,72,Vijayawada
01-07-2025,2025,26.75,28.96,25.28,7.21,72,Vijayawada
02-07-2025,2025,27.47,32.19,24.43,10.12,70,Vijayawada
03-07-2025,2025,25.98,27.66,24.67,8.1,71,Vijayawada
04-07-2025,2025,29.15,34.07,24.81,2.61,69,Vijayawada
05-07-2025,2025,30.05,35.26,25.51,2.36,70,Vijayawada
06-07-2025,2025,28.77,32.29,26.15,5.07,69,Vijayawada
07-07-2025,2025,29.05,33.23,25.62,1.55,71,Vijayawada
08-07-2025,2025,30.3,35.24,26.06,0.3,70,Vijayawada
09-07-2025,2025,30.23,35.09,26.42,1.38,74,Vijayawada
10-07-2025,2025,30.5,35.48,26.17,1.72,73,Vijayawada
11-07-2025,2025,31.03,36.17,26.18,3.39,78,Vijayawada
12-07-2025,2025,31.46,36.71,26.55,2.16,79,Vijayawada
13-07-2025,2025,30.66,34.01,27.47,1.96,76,Vijayawada
14-07-2025,2025,31.49,36.43,27.21,2.22,76,Vijayawada
15-07-2025,2025,31.03,35.76,26.26,3.84,76,Vijayawada
16-07-2025,2025,31.28,36.08,27.43,5.27,74,Vijayawada
17-07-2025,2025,30.35,35.23,26.65,10.27,75,Vijayawada
18-07-2025,2025,29.97,34.63,26.38,9.4,68,Vijayawada
19-07-2025,2025,30.05,34.83,26.36,10.8,71,Vijayawada
20-07-2025,2025,29.98,34.67,25.59,16.22,70,Vijayawada
21-07-2025,2025,25.62,27.14,24.77,58.41,66,Vijayawada
22-07-2025,2025,26.86,29.91,24.5,6.94,63,Vijayawada
23-07-2025,2025,27.78,31.91,24.65,9.96,65,Vijayawada
24-07-2025,2025,25.63,27.36,24.39,13.99,65,Vijayawada
25-07-2025,2025,25.63,27.65,24.31,13.95,65,Vijayawada
26-07-2025,2025,26.14,29.23,24.19,2.9,62,Vijayawada
27-07-2025,2025,28.3,33.58,23.53,1.68,65,Vijayawada
28-07-2025,2025,28.82,33.31,24.43,0.16,65,Vijayawada
29-07-2025,2025,29.34,33.86,25.22,0.66,65,Vijayawada
30-07-2025,2025,28.97,32.92,25.67,2.39,64,Vijayawada
31-07-2025,2025,29.56,34.41,24.97,0.44,69,Vijayawada
01-08-2025,2025,29.98,34.26,26.19,0.38,72,Vijayawada
02-08-2025,2025,30.27,34.92,25.93,2.28,80,Vijayawada
03-08-2025,2025,30.41,35.57,26.18,4.95,80,Vijayawada
04-08-2025,2025,29.49,34.82,26.25,8.74,75,Vijayawada
05-08-2025,2025,29.5,34.74,25.88,2.35,81,Vijayawada
06-08-2025,2025,29.23,34.36,25.12,5.67,80,Vijayawada
07-08-2025,2025,29.62,34.58,25.64,4.35,75,Vijayawada
08-08-2025,2025,28.78,32.23,26.41,5.37,75,Vijayawada
09-08-2025,2025,28.93,33.35,26.06,8.46,70,Vijayawada
10-08-2025,2025,27.9,32.1,25.36,9.03,68,Vijayawada
11-08-2025,2025,28.2,32.97,24.33,10.46,70,Vijayawada
12-08-2025,2025,28.12,32.69,24.99,24.21,68,Vijayawada
13-08-2025,2025,25.4,28.22,23.86,57.05,67,Vijayawada
14-08-2025,2025,25,26.66,23.45,9.33,64,Vijayawada
15-08-2025,2025,26.82,30.01,23.76,9.17,61,Vijayawada
16-08-2025,2025,25.99,28.33,24.27,4.97,62,Vijayawada
17-08-2025,2025,25.46,27.77,23.93,36.74,60,Vijayawada
18-08-2025,2025,24.85,26.33,23.9,44.36,59,Vijayawada
19-08-2025,2025,28,30,26,30,57,Vijayawada
20-08-2025,2025,29,32,26,10,60,Vijayawada
21-08-2025,2025,29.5,33,26,2,62,Vijayawada
01-08-2024,2024,28.19,29.81,27.11,5.17,79,Visakhapatnam
02-08-2024,2024,28.29,30.07,27.31,5.65,78,Visakhapatnam
03-08-2024,2024,27.96,29.26,27.01,6.22,76,Visakhapatnam
04-08-2024,2024,27.95,29.2,27.15,2.4,78,Visakhapatnam
05-08-2024,2024,27.86,29.01,27.04,4.55,78,Visakhapatnam
06-08-2024,2024,27.66,28.9,26.96,10.36,74,Visakhapatnam
07-08-2024,2024,27.38,28.3,26.65,13.32,75,Visakhapatnam
08-08-2024,2024,28.15,30.3,26.41,4.07,80,Visakhapatnam
09-08-2024,2024,28.61,30.71,26.79,0.67,104,Visakhapatnam
10-08-2024,2024,28.95,30.91,27.21,0.56,115,Visakhapatnam
11-08-2024,2024,28.58,30.04,27.26,1.4,103,Visakhapatnam
12-08-2024,2024,29.38,31.67,27.42,1.52,77,Visakhapatnam
13-08-2024,2024,29.24,30.91,28.05,3.24,84,Visakhapatnam
14-08-2024,2024,28.56,29.65,27.81,2.08,84,Visakhapatnam
15-08-2024,2024,28.34,29.41,27.48,1.69,62,Visakhapatnam
16-08-2024,2024,28.46,29.9,27.24,0.99,62,Visakhapatnam
17-08-2024,2024,28.56,29.85,27.59,1.14,70,Visakhapatnam
18-08-2024,2024,28.88,30.53,27.47,2.61,62,Visakhapatnam
19-08-2024,2024,28.91,30.5,27.81,3.09,73,Visakhapatnam
