DATE,YEAR,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,AQI,City
27-09-2024,2024,29.29,33.15,26.38,1.58,26,Nellore
28-09-2024,2024,29.29,32.29,26.79,1.39,33,Nellore
29-09-2024,2024,29.18,33.02,26.42,0.34,26,Nellore
30-09-2024,2024,29.29,33.14,26.08,0.08,24,Nellore
01-10-2024,2024,30.06,34.48,26.26,0.04,30,Nellore
02-10-2024,2024,30.84,35.39,26.53,0.41,34,Nellore
03-10-2024,2024,29.98,32.68,27.86,5.41,38,Nellore
04-10-2024,2024,29.74,32.61,27.3,6.5,41,Nellore
05-10-2024,2024,29.54,32.81,26.33,4.39,48,Nellore
06-10-2024,2024,28.65,30.78,26.85,0.12,52,Nellore
07-10-2024,2024,28.03,29.8,26.65,0.74,41,Nellore
08-10-2024,2024,28.28,30.94,26.63,2.99,35,Nellore
09-10-2024,2024,28.25,30.61,26.7,5.81,30,Nellore
10-10-2024,2024,28.03,30.32,26.67,9.47,45,Nellore
11-10-2024,2024,28.02,29.75,26.82,8.41,46,Nellore
12-10-2024,2024,28.14,30.14,26.81,7.81,66,Nellore
13-10-2024,2024,28.43,30.89,27.02,11.81,51,Nellore
14-10-2024,2024,27.58,29.11,26.51,64.83,45,Nellore
15-10-2024,2024,27.55,28.9,26.51,72.8,46,Nellore
16-10-2024,2024,28.44,29.91,27,73.45,51,Nellore
17-10-2024,2024,28.24,29.66,27.1,13.75,26,Nellore
18-10-2024,2024,28.44,30.51,27.03,14.15,22,Nellore
19-10-2024,2024,27.71,28.85,26.85,17.75,20,Nellore
20-10-2024,2024,27.76,29.15,26.85,11.34,19,Nellore
21-10-2024,2024,28,29.67,26.89,6.75,21,Nellore
22-10-2024,2024,27.96,30.04,26.77,1.55,43,Nellore
23-10-2024,2024,28.26,30.57,25.88,0.13,65,Nellore
24-10-2024,2024,28.41,31.1,25.77,0,72,Nellore
25-10-2024,2024,28.11,31.97,24.65,0.01,76,Nellore
26-10-2024,2024,26.93,29.86,23.95,0.03,49,Nellore
27-10-2024,2024,28.54,31.09,25.31,0.1,43,Nellore
28-10-2024,2024,28.89,32.04,25.52,0.01,50,Nellore
29-10-2024,2024,28.53,32.12,25.58,0.67,63,Nellore
30-10-2024,2024,27.77,30.21,25.77,3.41,95,Nellore
31-10-2024,2024,27.69,30.28,25.95,1.77,99,Nellore
01-11-2024,2024,27.65,30.13,25.78,0.96,99,Nellore
02-11-2024,2024,27.7,30.37,25.93,0.66,86,Nellore
03-11-2024,2024,27.2,29.25,25.56,1.09,71,Nellore
04-11-2024,2024,27.65,30.2,25.61,0.13,72,Nellore
05-11-2024,2024,27.58,30.1,25.53,1.28,79,Nellore
06-11-2024,2024,27.09,29.65,24.84,7.45,84,Nellore
07-11-2024,2024,27.58,29.61,26.22,8.54,62,Nellore
08-11-2024,2024,27.62,30.01,26.03,1.02,57,Nellore
09-11-2024,2024,27.51,30.01,25.56,0.16,66,Nellore
10-11-2024,2024,27.24,29.6,25.18,0.05,75,Nellore
11-11-2024,2024,26.81,29.35,24.85,1.48,65,Nellore
12-11-2024,2024,26.53,29.13,24.15,44.28,47,Nellore
13-11-2024,2024,27.08,28.65,25.95,21.5,41,Nellore
14-11-2024,2024,27.16,28.42,26.31,18.6,36,Nellore
15-11-2024,2024,27.36,28.97,26.27,16.85,43,Nellore
16-11-2024,2024,27.2,28.82,26.02,20.27,60,Nellore
17-11-2024,2024,26.67,28.7,25.24,1.54,98,Nellore
18-11-2024,2024,26.28,28.54,24.81,0.4,106,Nellore
19-11-2024,2024,25.52,27.64,23.93,0,104,Nellore
20-11-2024,2024,25.39,27.86,23.44,0,101,Nellore
21-11-2024,2024,25.05,27.86,23.01,0,101,Nellore
22-11-2024,2024,24.76,27.52,22.3,0,107,Nellore
23-11-2024,2024,25.3,28.13,22.88,0.4,116,Nellore
24-11-2024,2024,25.82,28.5,23.98,0.11,102,Nellore
25-11-2024,2024,25.48,27.81,23.56,2.32,109,Nellore
26-11-2024,2024,25.5,26.68,24.45,25.73,103,Nellore
27-11-2024,2024,25.32,27.43,23.68,0.33,109,Nellore
28-11-2024,2024,24.94,26.69,23.04,3.33,107,Nellore
29-11-2024,2024,26.2,27.76,24.72,10.06,95,Nellore
30-11-2024,2024,26.38,26.89,25.87,50.82,79,Nellore
01-12-2024,2024,26.66,27.52,25.94,18.5,67,Nellore
02-12-2024,2024,26.63,28.01,25.78,8.37,64,Nellore
03-12-2024,2024,26.77,28.86,25.63,12.15,70,Nellore
04-12-2024,2024,26.66,28.66,25.41,30.37,68,Nellore
05-12-2024,2024,26.49,28.31,25.17,16.1,54,Nellore
06-12-2024,2024,26.5,28.55,25.14,2.23,55,Nellore
07-12-2024,2024,26.52,29.07,24.74,0.13,55,Nellore
08-12-2024,2024,26.19,28.94,24.06,0.01,55,Nellore
09-12-2024,2024,26.36,29.17,24.51,0.08,76,Nellore
10-12-2024,2024,26.13,28.49,24.14,0.12,81,Nellore
11-12-2024,2024,25.91,27.85,24.84,5.59,94,Nellore
12-12-2024,2024,25.6,26.98,24.64,18.72,90,Nellore
13-12-2024,2024,25.23,27.42,23.51,0.57,104,Nellore
14-12-2024,2024,24.4,26.29,22.77,0.07,105,Nellore
15-12-2024,2024,23.69,26.22,21.89,0.15,97,Nellore
16-12-2024,2024,23.39,26.3,20.73,0.01,112,Nellore
17-12-2024,2024,21.88,23.29,20.63,1.51,141,Nellore
18-12-2024,2024,25.23,27.86,22.04,3.48,123,Nellore
19-12-2024,2024,25.78,28.2,24.33,6.2,103,Nellore
20-12-2024,2024,26.21,28.46,24.5,5.42,89,Nellore
21-12-2024,2024,26.14,28.45,24.59,0.19,77,Nellore
22-12-2024,2024,25.27,27.33,23.62,0.03,75,Nellore
23-12-2024,2024,24.96,27.7,22.57,0.95,64,Nellore
24-12-2024,2024,24.25,25.6,23.09,7.55,60,Nellore
25-12-2024,2024,25.27,28.24,22.71,7.2,60,Nellore
26-12-2024,2024,26.08,28.18,24.69,11.91,60,Nellore
27-12-2024,2024,25.59,27.67,24.18,0.91,67,Nellore
28-12-2024,2024,25.34,27.94,23.64,0.12,72,Nellore
29-12-2024,2024,24.87,27.6,23.05,0.03,83,Nellore
30-12-2024,2024,24.68,27.7,22.4,0,93,Nellore
31-12-2024,2024,24.68,27.46,22.6,0,92,Nellore
01-01-2025,2025,24.52,27.15,22.83,0,85,Nellore
02-01-2025,2025,24.06,26.59,22.2,0,89,Nellore
03-01-2025,2025,23.74,26.61,21.8,0,101,Nellore
04-01-2025,2025,23.51,26.19,21.81,0,112,Nellore
05-01-2025,2025,23.62,26.63,21.08,0,121,Nellore
06-01-2025,2025,24.6,27.59,22.73,0,119,Nellore
07-01-2025,2025,24.03,27.08,21.93,0.01,119,Nellore
08-01-2025,2025,23.54,26.58,21.53,0,118,Nellore
09-01-2025,2025,23.6,26.43,21.37,0.03,108,Nellore
10-01-2025,2025,23.96,26.7,22.16,0.66,113,Nellore
11-01-2025,2025,23.94,26.73,21.99,0.12,104,Nellore
12-01-2025,2025,24.24,26.91,22.05,0.88,113,Nellore
13-01-2025,2025,24.83,27.49,23.08,2.07,130,Nellore
14-01-2025,2025,24.55,27.09,22.66,0.12,119,Nellore
15-01-2025,2025,24.41,27.02,22.87,0.01,116,Nellore
16-01-2025,2025,24.25,26.63,22.69,0.09,105,Nellore
17-01-2025,2025,23.8,26.25,22.21,0.14,108,Nellore
18-01-2025,2025,23.72,26.25,21.41,2.13,96,Nellore
19-01-2025,2025,24.18,26.95,22.16,3.37,94,Nellore
20-01-2025,2025,23.58,26.86,21.27,0.02,99,Nellore
21-01-2025,2025,23.2,26.57,21.05,0,100,Nellore
22-01-2025,2025,23.28,26.5,21.06,0,105,Nellore
23-01-2025,2025,23.82,26.93,21.82,0,108,Nellore
24-01-2025,2025,23.13,26.28,21,0,108,Nellore
25-01-2025,2025,22.98,26.27,20.6,0,86,Nellore
26-01-2025,2025,22.85,26.88,19.04,0,90,Nellore
27-01-2025,2025,23.58,27.77,20.13,0,82,Nellore
28-01-2025,2025,23.69,27.57,20.49,0,100,Nellore
29-01-2025,2025,23.52,27.23,21.35,0,93,Nellore
30-01-2025,2025,23.23,26.99,19.67,0,95,Nellore
31-01-2025,2025,24.04,28.92,19.5,0,94,Nellore
01-02-2025,2025,24.7,28.57,21.95,0,88,Nellore
02-02-2025,2025,23.7,27.82,20.7,0,77,Nellore
03-02-2025,2025,23.85,28.35,19.49,0,80,Nellore
04-02-2025,2025,24.65,29.51,19.89,0,87,Nellore
05-02-2025,2025,25.09,29.89,21.19,0,91,Nellore
06-02-2025,2025,24.83,29.34,21.04,0,106,Nellore
07-02-2025,2025,24.55,28.99,20.55,0,99,Nellore
08-02-2025,2025,24.72,28.94,20.99,0,105,Nellore
09-02-2025,2025,25.13,28.81,22.58,0,115,Nellore
10-02-2025,2025,24.88,28.57,22.47,0,154,Nellore
11-02-2025,2025,24.27,28.55,21.02,0,108,Nellore
12-02-2025,2025,24,29.13,19.63,0,100,Nellore
13-02-2025,2025,24.17,29.49,19.54,0,90,Nellore
14-02-2025,2025,24.48,30.38,19.69,0,81,Nellore
15-02-2025,2025,24.66,30.15,19.99,0,68,Nellore
16-02-2025,2025,24.95,29.71,20.89,0,75,Nellore
17-02-2025,2025,25.3,30.11,21.36,0,78,Nellore
18-02-2025,2025,25.33,30.2,21.35,0,91,Nellore
19-02-2025,2025,25.42,30.47,21.15,0,94,Nellore
20-02-2025,2025,25.68,30.41,21.86,0,90,Nellore
21-02-2025,2025,25.72,30.17,22.17,0,85,Nellore
22-02-2025,2025,26.32,31.52,22.21,0,82,Nellore
23-02-2025,2025,26.36,31.83,21.94,0,82,Nellore
24-02-2025,2025,26.15,30.78,22.86,0,86,Nellore
25-02-2025,2025,26.55,30.79,23.77,0,85,Nellore
26-02-2025,2025,26.52,30.91,23.18,0,84,Nellore
27-02-2025,2025,26.6,30.84,23.82,0,101,Nellore
28-02-2025,2025,26.51,30.98,23.78,0,84,Nellore
01-03-2025,2025,26.31,31.07,23.09,0,85,Nellore
02-03-2025,2025,26.04,31.85,21.29,0,81,Nellore
03-03-2025,2025,27.27,33.81,21.56,0,79,Nellore
04-03-2025,2025,28.07,34.01,23.39,0,100,Nellore
05-03-2025,2025,27.98,33.97,22.94,0,87,Nellore
06-03-2025,2025,27.83,34.46,22.97,0,94,Nellore
07-03-2025,2025,26.75,32.57,21.4,0,105,Nellore
08-03-2025,2025,26.54,32.41,21.56,0,116,Nellore
09-03-2025,2025,26.41,31.41,22.02,0,131,Nellore
10-03-2025,2025,27.14,31.64,24.2,0,118,Nellore
11-03-2025,2025,27.25,31.42,23.83,0.5,94,Nellore
12-03-2025,2025,28.03,32.81,24.74,0.72,101,Nellore
13-03-2025,2025,28.3,34.18,23.97,0,109,Nellore
14-03-2025,2025,28.35,34.98,23.02,0,112,Nellore
15-03-2025,2025,28.08,34.15,23.36,0,100,Nellore
16-03-2025,2025,27.83,34.07,22.59,0,105,Nellore
17-03-2025,2025,28.52,34.62,22.81,0,89,Nellore
18-03-2025,2025,29.01,34.12,24.7,0,78,Nellore
19-03-2025,2025,28.77,33.63,24.86,0.01,117,Nellore
20-03-2025,2025,28.77,33.95,24.67,0,105,Nellore
21-03-2025,2025,29.09,34.05,25.19,0,91,Nellore
22-03-2025,2025,29.15,33.25,26.08,0.01,87,Nellore
23-03-2025,2025,29.31,33.13,26.69,0.01,84,Nellore
24-03-2025,2025,28.9,33.86,25.34,0,69,Nellore
25-03-2025,2025,28.74,34.24,24.04,0,70,Nellore
26-03-2025,2025,29.26,34.96,24.26,0,67,Nellore
27-03-2025,2025,30.37,36.64,24.63,0,74,Nellore
28-03-2025,2025,30.66,37.31,24.76,0,79,Nellore
29-03-2025,2025,30.53,36.95,25.25,0,80,Nellore
30-03-2025,2025,29.36,35.17,24.41,0,79,Nellore
31-03-2025,2025,28.88,33.45,25.52,0,76,Nellore
01-04-2025,2025,27.79,31.98,23.91,0.03,77,Nellore
02-04-2025,2025,29.15,34.45,24.71,0.33,68,Nellore
03-04-2025,2025,30.19,35.14,26.67,2.62,62,Nellore
04-04-2025,2025,30.01,35.2,25.39,0.8,59,Nellore
05-04-2025,2025,30.21,35.36,25.7,0.14,58,Nellore
06-04-2025,2025,30.41,35.38,26.49,0.05,55,Nellore
07-04-2025,2025,30.27,35.42,26.07,0.03,57,Nellore
08-04-2025,2025,29.46,33.53,26.22,0.04,59,Nellore
09-04-2025,2025,29.93,34.12,26.85,0.05,88,Nellore
10-04-2025,2025,30.8,35.87,26.71,0.15,87,Nellore
11-04-2025,2025,32.47,38.79,28.05,0.22,66,Nellore
12-04-2025,2025,32.78,39.01,28.01,0.14,62,Nellore
13-04-2025,2025,32.45,37.33,29.02,0.22,69,Nellore
14-04-2025,2025,31.4,36.3,27.63,0.52,63,Nellore
15-04-2025,2025,31.05,36.46,26.64,1.58,63,Nellore
16-04-2025,2025,30.56,35.09,27.43,4.37,63,Nellore
17-04-2025,2025,31.14,36.66,27.15,0,87,Nellore
18-04-2025,2025,31.73,36.77,27.99,0.38,64,Nellore
19-04-2025,2025,31.85,37.15,27.99,1.74,75,Nellore
20-04-2025,2025,31.57,36.71,27.78,3.07,67,Nellore
21-04-2025,2025,30.76,34.92,27.55,0.52,74,Nellore
22-04-2025,2025,31.37,36.78,27.05,0,75,Nellore
23-04-2025,2025,30.88,35.77,27.42,0,67,Nellore
24-04-2025,2025,31.19,36.9,26.49,0,64,Nellore
25-04-2025,2025,31.13,36.19,27.45,0,64,Nellore
26-04-2025,2025,31.01,36.42,27.05,0.01,64,Nellore
27-04-2025,2025,30.73,35.12,27.79,0.01,56,Nellore
28-04-2025,2025,30.5,35.07,26.87,0,57,Nellore
29-04-2025,2025,31.34,36.07,27.79,0,52,Nellore
30-04-2025,2025,31.34,36.23,27.51,0.01,53,Nellore
01-05-2025,2025,31.63,36.71,28.2,0.34,60,Nellore
02-05-2025,2025,31.58,36.57,28.34,0.27,64,Nellore
03-05-2025,2025,32.22,37.82,28.06,0.24,61,Nellore
04-05-2025,2025,32.46,37.78,28.9,2.05,58,Nellore
05-05-2025,2025,31.57,37.14,27.7,0.62,58,Nellore
06-05-2025,2025,31.23,35.92,28.15,1.37,57,Nellore
07-05-2025,2025,31.31,36.2,28.15,1.34,57,Nellore
08-05-2025,2025,32.04,36.4,28.55,1.07,64,Nellore
09-05-2025,2025,31.29,35.99,28.19,1.03,63,Nellore
10-05-2025,2025,31.13,36.05,27.61,0.21,66,Nellore
11-05-2025,2025,31.65,36.3,29.02,0.09,71,Nellore
12-05-2025,2025,32.82,38.16,28.57,0.04,70,Nellore
13-05-2025,2025,32.91,37.5,29.18,0.04,72,Nellore
14-05-2025,2025,32.29,36.94,29.08,0.25,77,Nellore
15-05-2025,2025,32.41,37.22,29.38,1.5,69,Nellore
16-05-2025,2025,31.84,34.86,29.14,0.74,63,Nellore
17-05-2025,2025,32.24,36.59,28.89,2.06,58,Nellore
18-05-2025,2025,30.24,33.31,28.43,13.04,61,Nellore
19-05-2025,2025,29.81,31.86,28.36,5.77,54,Nellore
20-05-2025,2025,28.79,30.1,27.79,12.7,52,Nellore
21-05-2025,2025,29.5,32.57,27.58,16.92,49,Nellore
22-05-2025,2025,30.23,34.41,27.37,0.8,59,Nellore
23-05-2025,2025,31.73,36.59,27.54,1.01,58,Nellore
24-05-2025,2025,31.7,36.77,28.81,2.24,59,Nellore
25-05-2025,2025,31.51,35.37,28.5,1.43,48,Nellore
26-05-2025,2025,30.3,33.04,28.04,1.04,46,Nellore
27-05-2025,2025,30.43,34.39,27.17,4.45,55,Nellore
28-05-2025,2025,30.58,34.45,27.87,0.93,55,Nellore
29-05-2025,2025,30.58,34.19,27.4,2.61,54,Nellore
30-05-2025,2025,29.94,32.7,27.26,11.99,59,Nellore
31-05-2025,2025,30.91,35.25,27.73,1.42,64,Nellore
01-06-2025,2025,32.11,37.62,27.36,0,68,Nellore
02-06-2025,2025,32.31,37.61,27.21,0.25,68,Nellore
03-06-2025,2025,32.18,36.65,28.12,0.38,64,Nellore
04-06-2025,2025,32.21,36.86,27.99,0.72,65,Nellore
05-06-2025,2025,32.4,37.27,27.93,0.23,73,Nellore
06-06-2025,2025,32.16,37.76,27.05,0.13,80,Nellore
07-06-2025,2025,32.25,36.06,29.05,1.09,80,Nellore
08-06-2025,2025,31.47,34.34,28.97,0.28,71,Nellore
09-06-2025,2025,30.6,33.06,28.09,0.61,75,Nellore
10-06-2025,2025,31.33,34.88,28.38,0.35,68,Nellore
11-06-2025,2025,30.93,33.71,28.62,1.04,67,Nellore
12-06-2025,2025,30.43,34.07,27.84,4.06,63,Nellore
13-06-2025,2025,30.63,34.45,27.68,2.49,57,Nellore
14-06-2025,2025,29.01,31.96,27.57,2.76,50,Nellore
15-06-2025,2025,28.27,31.05,26.78,12.05,49,Nellore
16-06-2025,2025,30.33,35.29,26.58,0.21,49,Nellore
17-06-2025,2025,31.35,36.23,26.81,0.82,51,Nellore
18-06-2025,2025,31.26,35.46,27.32,0.18,53,Nellore
19-06-2025,2025,31.6,35.89,27.94,0.09,51,Nellore
20-06-2025,2025,31.99,36.48,27.84,2.88,53,Nellore
21-06-2025,2025,31.38,35.01,27.73,0.75,50,Nellore
22-06-2025,2025,31.34,35.1,27.84,0.67,54,Nellore
23-06-2025,2025,31.15,35.32,27.28,0.44,59,Nellore
24-06-2025,2025,31.46,35.6,27.17,0.1,53,Nellore
25-06-2025,2025,30.87,34.09,27.75,0.26,55,Nellore
26-06-2025,2025,31.25,35.46,27.44,0.09,50,Nellore
27-06-2025,2025,31.69,35.98,27.79,0.38,50,Nellore
28-06-2025,2025,31.84,35.57,28.48,0.14,50,Nellore
29-06-2025,2025,32.15,35.84,28.5,0.13,47,Nellore
30-06-2025,2025,31.83,36.45,27.39,0.49,46,Nellore
01-07-2025,2025,30.02,32.59,27.67,0.95,46,Nellore
02-07-2025,2025,30.48,34.32,27.43,8.06,51,Nellore
03-07-2025,2025,28.71,31.02,26.77,3.84,46,Nellore
04-07-2025,2025,29.99,34.15,26.8,6.81,46,Nellore
05-07-2025,2025,29.98,34.21,26.68,6.3,46,Nellore
06-07-2025,2025,30.6,34.29,26.94,2.57,47,Nellore
07-07-2025,2025,29.91,32.61,27.43,0.7,48,Nellore
08-07-2025,2025,30.59,34.85,27.16,4.7,51,Nellore
09-07-2025,2025,30.96,35.05,26.9,0.7,52,Nellore
10-07-2025,2025,30.63,33.9,27.88,1.58,53,Nellore
11-07-2025,2025,31.6,35.66,27.93,3.27,56,Nellore
12-07-2025,2025,31.4,35.26,27.66,3.35,55,Nellore
13-07-2025,2025,30.5,32.66,28.1,4.55,55,Nellore
14-07-2025,2025,30.77,34.16,27.52,4.2,53,Nellore
15-07-2025,2025,31.02,34.56,27.27,4.48,54,Nellore
16-07-2025,2025,31.12,34.98,27.95,6.95,55,Nellore
17-07-2025,2025,30.14,33.87,26.78,9.05,51,Nellore
18-07-2025,2025,29.03,31.78,25.99,11.34,49,Nellore
19-07-2025,2025,28.18,30.3,25.87,18,48,Nellore
20-07-2025,2025,29.09,32.92,25.88,11.83,48,Nellore
21-07-2025,2025,27.55,29.42,26.05,14.75,46,Nellore
22-07-2025,2025,27.64,30.4,25.75,7.79,43,Nellore
23-07-2025,2025,28.51,31.65,26.3,8.12,45,Nellore
24-07-2025,2025,27.95,30.93,25.7,10.95,46,Nellore
25-07-2025,2025,27.57,30.71,25.93,7.59,43,Nellore
26-07-2025,2025,28.63,32.04,25.18,1.95,42,Nellore
27-07-2025,2025,29.87,33.62,26.6,0.09,44,Nellore
28-07-2025,2025,30.22,34.12,26.1,0.13,45,Nellore
29-07-2025,2025,30.13,33.55,26.48,0.06,55,Nellore
30-07-2025,2025,30.41,34.51,26.34,1.22,55,Nellore
31-07-2025,2025,30.28,33.82,26.87,1.89,60,Nellore
01-08-2025,2025,30.23,34.06,27.58,1.5,60,Nellore
02-08-2025,2025,30.6,34.35,27.39,4.24,75,Nellore
03-08-2025,2025,30.19,34.51,27.19,5.5,66,Nellore
04-08-2025,2025,29.02,33.17,26.29,8.87,60,Nellore
05-08-2025,2025,29.18,33.09,26.37,2.51,54,Nellore
06-08-2025,2025,29.3,33.33,25.97,1.73,55,Nellore
07-08-2025,2025,30.02,34.31,26.43,2.2,49,Nellore
08-08-2025,2025,29.28,31.98,27.27,3.76,49,Nellore
09-08-2025,2025,29.28,33.02,26.65,8.53,47,Nellore
10-08-2025,2025,27.2,29,25.62,2.11,47,Nellore
11-08-2025,2025,27.39,29.76,25.21,5.53,47,Nellore
12-08-2025,2025,26.56,28.03,25.31,11.01,51,Nellore
13-08-2025,2025,25.71,26.97,24.64,19.8,48,Nellore
14-08-2025,2025,26.95,29.6,24.97,3.99,46,Nellore
15-08-2025,2025,28.69,33.26,25.16,8.27,45,Nellore
16-08-2025,2025,26.96,28.3,25.45,10.91,42,Nellore
17-08-2025,2025,27.15,29.62,25.16,13.38,43,Nellore
18-08-2025,2025,26.54,28.82,25.02,8.7,44,Nellore
19-08-2025,2025,31.2,35.3,27,8,39,Nellore
20-08-2025,2025,31,35,27,5.5,45,Nellore
21-08-2025,2025,32,36,28,2,63,Nellore
,,,,,,,Nellore
01-08-2024,2024,29.11,32.47,26.89,4.87,52,Ongole
02-08-2024,2024,29.86,34.2,26.45,0.48,50,Ongole
03-08-2024,2024,30.99,36.19,26.34,0.33,49,Ongole
04-08-2024,2024,30.41,35.33,26.63,0.66,51,Ongole
05-08-2024,2024,30.49,34.67,26.51,1.05,54,Ongole
06-08-2024,2024,28.36,30.54,26.83,13.52,52,Ongole
07-08-2024,2024,28.43,31.24,26.05,6.58,47,Ongole
08-08-2024,2024,29.35,33.25,25.77,1.79,54,Ongole
09-08-2024,2024,30.14,33.98,26.12,0.65,59,Ongole
10-08-2024,2024,29.27,32.37,27.07,6.05,56,Ongole
11-08-2024,2024,30.23,34.02,26.6,2.04,52,Ongole
12-08-2024,2024,30.06,33.33,27.41,8.43,58,Ongole
13-08-2024,2024,29.95,33.42,27.54,0.78,60,Ongole
14-08-2024,2024,30.03,33.77,27.4,0.12,60,Ongole
15-08-2024,2024,29.84,33.4,27.59,0.11,43,Ongole
16-08-2024,2024,29.62,32.63,27.38,0.08,46,Ongole
17-08-2024,2024,29.41,32.62,27.27,2.39,55,Ongole
18-08-2024,2024,29.65,32.66,27.44,0.44,46,Ongole
19-08-2024,2024,29.68,32.84,27.38,1.77,57,Ongole
20-08-2024,2024,29.89,33.28,27.36,1.36,59,Ongole
21-08-2024,2024,29.75,32.56,27.37,1.44,49,Ongole
22-08-2024,2024,29.36,32.2,27.05,4.35,52,Ongole
23-08-2024,2024,28.92,31.62,26.54,1.56,47,Ongole
24-08-2024,2024,29.98,33.68,26.76,0.85,54,Ongole
25-08-2024,2024,30.31,35.17,26.37,0.25,46,Ongole
26-08-2024,2024,30.46,34.77,26.62,0.1,42,Ongole
27-08-2024,2024,29.66,33.66,26.61,2.41,45,Ongole
28-08-2024,2024,28.67,31.56,26.23,0.52,46,Ongole
29-08-2024,2024,28.89,32.26,26.23,10.56,52,Ongole
30-08-2024,2024,28.07,31.01,26.2,27.83,47,Ongole
31-08-2024,2024,26.71,28.51,25.73,91.53,40,Ongole
01-09-2024,2024,27.29,30.39,25.55,12.48,39,Ongole
02-09-2024,2024,28.1,31.61,25.32,2.98,49,Ongole
03-09-2024,2024,28.41,31.43,25.61,1.76,44,Ongole
04-09-2024,2024,27.76,30.21,26.27,20.12,51,Ongole
05-09-2024,2024,28.37,31.61,25.73,19.06,54,Ongole
06-09-2024,2024,27.76,30.09,26.43,13.31,51,Ongole
07-09-2024,2024,27.35,29.44,26,5.13,56,Ongole
08-09-2024,2024,27.77,30.73,25.72,5.62,53,Ongole
09-09-2024,2024,27.94,30.94,25.78,0.26,55,Ongole
10-09-2024,2024,28.52,32.1,25.53,0.16,57,Ongole
11-09-2024,2024,28.83,33.15,25.23,0.03,62,Ongole
12-09-2024,2024,29.12,33.42,25.07,0.02,61,Ongole
13-09-2024,2024,28.89,32.76,25.99,0,69,Ongole
14-09-2024,2024,28.72,32.48,25.31,0.02,71,Ongole
15-09-2024,2024,29.16,33.93,25.51,0.01,69,Ongole
16-09-2024,2024,28.85,33.19,25.14,0.01,71,Ongole
17-09-2024,2024,29.42,34.45,24.6,1.29,77,Ongole
18-09-2024,2024,29.64,33.64,25.39,0.13,75,Ongole
19-09-2024,2024,29.46,33.47,25.71,1.29,83,Ongole
20-09-2024,2024,28.58,32.65,25.99,2.6,77,Ongole
21-09-2024,2024,27.98,32.24,24.38,5.51,78,Ongole
22-09-2024,2024,28.39,30.89,26.05,2.53,76,Ongole
23-09-2024,2024,28.6,31.45,25.55,9.63,72,Ongole
24-09-2024,2024,28.89,31.8,26.27,11.55,69,Ongole
25-09-2024,2024,28.36,31.06,26.04,7.31,62,Ongole
26-09-2024,2024,28.46,31.96,25.76,1.35,55,Ongole
27-09-2024,2024,28.84,32.63,25.86,1.01,57,Ongole
28-09-2024,2024,29.13,32.71,26.45,0.58,70,Ongole
29-09-2024,2024,28.79,32.35,26.28,0.19,60,Ongole
30-09-2024,2024,28.77,32.6,25.94,0.04,53,Ongole
01-10-2024,2024,29.34,33.7,25.86,0.02,62,Ongole
02-10-2024,2024,30.15,34.71,26.35,0.48,62,Ongole
03-10-2024,2024,29.36,31.77,27.22,4.49,66,Ongole
04-10-2024,2024,29.74,32.89,26.64,5.44,74,Ongole
05-10-2024,2024,29.58,32.2,26.8,1,88,Ongole
06-10-2024,2024,28.46,30.81,26.71,1.07,89,Ongole
07-10-2024,2024,28.43,31.4,26.26,1.68,76,Ongole
08-10-2024,2024,28.01,30.02,26.64,2.19,67,Ongole
09-10-2024,2024,28.13,30.37,26.65,4.91,56,Ongole
10-10-2024,2024,27.9,29.78,26.51,17.77,62,Ongole
11-10-2024,2024,27.75,29.68,26.42,22.27,59,Ongole
12-10-2024,2024,27.74,29.44,26.55,14.85,64,Ongole
13-10-2024,2024,27.91,29.61,26.61,11.82,61,Ongole
14-10-2024,2024,27.04,28.11,26.37,52.79,65,Ongole
15-10-2024,2024,27.59,29.34,26.39,39.38,73,Ongole
16-10-2024,2024,28.02,29.59,26.85,30.22,56,Ongole
17-10-2024,2024,28.15,29.8,27.15,9.74,54,Ongole
18-10-2024,2024,28.2,30.21,27,5.33,43,Ongole
19-10-2024,2024,27.9,29.24,26.81,13.18,46,Ongole
20-10-2024,2024,27.81,29.5,26.58,8.66,46,Ongole
21-10-2024,2024,27.74,29.59,26.56,4.82,52,Ongole
22-10-2024,2024,28,30.33,26.27,0.63,81,Ongole
23-10-2024,2024,27.73,30.39,25.24,0.08,105,Ongole
24-10-2024,2024,27.43,31.17,24.24,0,113,Ongole
25-10-2024,2024,27.31,31.66,23.46,0,114,Ongole
26-10-2024,2024,26.79,30.2,24.27,0.02,81,Ongole
27-10-2024,2024,27.73,31.13,24,0,70,Ongole
28-10-2024,2024,28.03,31.97,23.6,0,80,Ongole
29-10-2024,2024,28.5,32.06,25.54,0.27,99,Ongole
30-10-2024,2024,27.76,30.75,25.52,3.01,120,Ongole
31-10-2024,2024,27.48,30.56,25.15,1.14,106,Ongole
01-11-2024,2024,27.67,30.69,25.29,0.4,128,Ongole
02-11-2024,2024,27.65,30.86,25.15,1.04,116,Ongole
03-11-2024,2024,27.41,30.02,25.41,0.72,94,Ongole
04-11-2024,2024,27.44,30.01,25.25,0.11,99,Ongole
05-11-2024,2024,27.32,30.31,24.96,0.42,114,Ongole
06-11-2024,2024,26.65,30.26,23.32,0.75,125,Ongole
07-11-2024,2024,26.94,30.08,23.94,0.36,93,Ongole
08-11-2024,2024,27.32,30.2,25.25,0.13,97,Ongole
